"Resturants_name","Resturants_phone","Resturants_Review_user","Resturants_Review_feedback","Resturants_Review_photos_image"
"Due’ Cucina Italiana","(206) 397-4375","Marie B.","I love pasta and have been to just about every Italian spot in Seattle. Handmade pasta, I'm there! Pasta in a casual setting, even better! Most often though, I don't have access to the likes of Il Corvo, Pasta Casalinga, G.H. Pasta, Ristorante Machiavelli, Tavolata, or La Vita e Bella because I currently don't work in Seattle.
However, the very first Yelper I ever met is credited for the recommendation to Due' Cucina Italiana *Bryan K* Clearly, I had been under a rock and late to the pasta bowl party at this popular Capitol Hill/Broadway spot. I've interacted with the two brothers than run DCI, great charismatic business owners. Brilliant concept and business hours until 2200! Great counter staff and efficient kitchen crew. A variety of seating are available whether dining solo, pairs or larger groups. Just remember to kindly bus your table at the end!
My first visit was back in December 2018 (been open since October 2016!) and have been back so many times that honestly I've lost count. This is a long overdue Yelp review as I just had a custom pasta bowl for dunch/linner hours ago (1/27/20).
Assorted fresh pasta that's crafted on site. Your pasta bowl is customized by selecting type of pasta, sauce, and other ingredients from the giant wall signage. Order and pay at the counter, then find a place to sit if dining onsite. There's also brisk takeout and delivery traffic.
In about 15-20 minutes your name is called or check the status on the order monitor. I like to admire my pasta bowl and then dig in while nice and hot. Feeling raveneous, one can easily polish off a bowl. Most often, I have tasty leftovers for another meal.
Another item I've had often (but not today) is their delicious tiramisu. Enough to share, or not!
So thank you Bryan K, Due' Cucina Italiana has become one of my regular spots.
High quality, delicious, affordable, satisfying, highly recommended!","https://s3-media0.fl.yelpcdn.com/bphoto/qLwI5RZ94tConss0aQqB6g/348s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Marie B.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/OsKcraZM0s7CK5yd4RrIjA/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Marie B.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/0m5lqu03MbsyGXKLvyo4jQ/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Theresa L.","Ordered from here for the first time last night. Had delivered and dropped at the front door. Everything was timely manor and tasted great! Can't wait to try more",""
"Due’ Cucina Italiana","(206) 397-4375","Julia L.","Had a lovely lunch here recently! The place is modern, clean, well lit (large windows) with plenty of open seating. Remember to seat yourself & bus your own table. My group tried a variety of the sauces...
- traditional bolognese: rich, hearty, filling
- cacio & pepe: the cheese flavor was very sharp and strong, delicious but a bit too much for me
- amatriciana: lots of tomato flavors + smokey, savory goodness in the form of guanciale (cured pork cheek)
- mushroom & white truffle oil: creamy, thick, but not too heavy. Wonder, well balanced flavors between the mushroom and truffle oil (personal favorite out of the 4 sauces)
The pastas were all fresh and perfectly al dente (firm, chewy). Personally enjoyed the rigatoni and ca campanelle best. Would recommend and come back again!","https://s3-media0.fl.yelpcdn.com/bphoto/NhseaYtTsKtpVLQqh2FQXA/348s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Pauli D.","Fresh pasta + mushroom sauce =
----
Every time I go to @duecucina I become more and more of a fan. It's a place that has definitely grown on me. The pastas are light, more my style for lunch, and very very fresh!
----
My favorite at the moment would be the mushroom sauce. Simple and yet the umami really shines through. What do you get here?","https://s3-media0.fl.yelpcdn.com/bphoto/UzE7SVQnEbrW8RvZQzwguw/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Pauli D.","Fresh pasta + mushroom sauce =
----
Every time I go to @duecucina I become more and more of a fan. It's a place that has definitely grown on me. The pastas are light, more my style for lunch, and very very fresh!
----
My favorite at the moment would be the mushroom sauce. Simple and yet the umami really shines through. What do you get here?","https://s3-media0.fl.yelpcdn.com/bphoto/XREpQFa-scjb7w0F5zGkow/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Edward A.","Friendly staff, in a way. I was told the order line starts near the entrance. I thought i had to order at the food pickup area. Oops.
I had eggplant parmesan. Pretty tasty little appetizer dish. My wife had the only pasta dish that was rated high on the al dente-ish. Those noodles were rather undercooked. Felt like i was eating them raw. But i guess thats what it is by definition? I can definitely see the appeal.","https://s3-media0.fl.yelpcdn.com/bphoto/5fTEVu_6jEn6zdi9KvkQtg/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Edward A.","Friendly staff, in a way. I was told the order line starts near the entrance. I thought i had to order at the food pickup area. Oops.
I had eggplant parmesan. Pretty tasty little appetizer dish. My wife had the only pasta dish that was rated high on the al dente-ish. Those noodles were rather undercooked. Felt like i was eating them raw. But i guess thats what it is by definition? I can definitely see the appeal.","https://s3-media0.fl.yelpcdn.com/bphoto/Uoz-tyEaOJ6a1jAQMkRFxw/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Yvonne Yiyao X.","Can't believe it took me so long to find this place. Friendly service. Reasonably priced. Food is fast and fresh. Delicious sauce. Pasta is al dente. I loved both pasta dishes and the tiramisu. I see their take out orders coming out rapidly. The store is not super busy or overwhelming. The owner actually cares about his business and was cleaning up here and there. The kitchen is bright and clean - always a good thing to be able to see the kitchen.
Four stars but only because of my love to Il Corvo. This is a place I'll certainly come back soon.","https://s3-media0.fl.yelpcdn.com/bphoto/yBERCLXYLISa5kSGBmSDnQ/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Yvonne Yiyao X.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/Vxb2abqo7WkkUio0w4fppQ/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Cristina G.","I have ordered this twice to be delivered to my office using uber eats. This is the best italian pasta I have eaten in Seattle with the exception of Barolo. The pasta is definitely made freshly from scratch and cooked perfectly al dente chewy.
My favorite dish is the mushroom and truffle oil pasta The first time, i went with another reviewer's suggestion and added pork. I decided I liked it better without pork since pork was flavorful but a little greasy.
Last time I ordered a pasta with another type of ragu and it was also great but needing cheese. Make sure you request extra cheese if you order this pasta.
I would pass on ordering any of the breads.",""
"Due’ Cucina Italiana","(206) 397-4375","Brianna F.","We came here on a Thursday evening for a double date to celebrate a couple birthdays and it was packed! Due Cucina Italiana is an order-upon-entry, seat-yourself, and bus-your-own-table establishment. Luckily our friends had arrived earlier than us and were able to snag a table.
The ordering steps are as follows: choose a sauce, choose a pasta, order add-ons or drinks if wanted, sit and watch the screen until your order is ready.
Holy guacamole this place is good! Although the rest of my party ordered the bolognese ragu, I decided on the mushroom and white truffle oil sauce with campanelle pasta and pork sausage. The wait for our food was about 15 minutes, but the food is freshly prepared after your order is placed. The portions are extremely generous for the price, and it's very obvious that the pasta is fresh and perfectly al dente.
I will definitely be back to try the other sauce and pasta options. AND DESSERTS! ;)","https://s3-media0.fl.yelpcdn.com/bphoto/pZby-eUTa7Na_Ts-YvnGVQ/348s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Derek H.","AMBIANCE
I'm a huge fan of white tile on white grout walls because it really brightens up the place. The servers are super friendly and nice. Food came out in less than ten minutes. It's cool to see all the pasta being made behind the counter. The place is really clean.
FOOD
We went with the Mushroom and White Truffle Oil with Pork Sausage and the Traditional Bolognese both with their recommended pastas. You could definitely taste the freshness of the pasta (not that I had any doubt because they literally make it behind the counter). The noodles had a great bounce, while still remaining a perfect al dente.
The sauces were great, but honestly just didn't fit my preferred palette. Completely a personal thing. The wine hints in the bolognese were too pronounced for my liking. I prefer a meatier and drier bolognese. It was hard to taste the truffle in the other dish. Then again it's $13, you can't expect much. I would have preferred more cream, but again, it's just personal preference!
OVERALL
Great vibe, I love being able to choose different sauces and noodles. I'd come back if I was in the area for a different dish.","https://s3-media0.fl.yelpcdn.com/bphoto/tbr83VYNm3G0o9-5wZ7nvw/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Derek H.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/1Aca7f0mOS3dBKN2uHWQfA/168s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Monica L.","I'm not a pasta lover whatsoever. I eat pasta maybe once or twice a year. But I about licked my plate and my friend's plate. Holy moly. I couldn't get enough of my lasagna and her campanelle.
The staff is super friendly too. You pick up your food, grab your own water, and bus your own table. You have to go up to the counter to order too. There's no waiter but nobody cares because the pasta is out of this world.
It's too bad I don't live right above the building. I'm now a total convert.","https://s3-media0.fl.yelpcdn.com/bphoto/-yPWn7HXrepTDXfjmE2ztA/348s.jpg"
"Due’ Cucina Italiana","(206) 397-4375","Monica L.","I'm not a pasta lover whatsoever. I eat pasta maybe once or twice a year. But I about licked my plate and my friend's plate. Holy moly. I couldn't get enough of my lasagna and her campanelle.
The staff is super friendly too. You pick up your food, grab your own water, and bus your own table. You have to go up to the counter to order too. There's no waiter but nobody cares because the pasta is out of this world.
It's too bad I don't live right above the building. I'm now a total convert.","https://s3-media0.fl.yelpcdn.com/bphoto/13TOK1RjrkxtWMqaOO73Eg/168s.jpg"
